Source	FPS	Mbps	Latency EMA	Latency SMA	Alpha	Step	UTC
 
7	12	22.379328	6.0283203125	10.0833333333333	0.5	0	01.54.41.527
7	29.97002997003	60.697006993007	9.51752475697003	10.8837209302326	0.5	0	01.54.42.536
7	29.940119760479	43.9851736526946	13.4052980267606	10.3287671232877	0.5	0	01.54.43.546
7	30.969030969031	35.0939460539461	8.01155762132751	10	0.5	0	01.54.44.557
7	29.97002997003	37.093018981019	11.9568224242065	9.49	0.5	0	01.54.45.565
7	29.97002997003	37.0404395604396	4.5627771615781	9.03	0.5	0	01.54.46.575
7	29.97002997003	36.0794085914086	8.14160513557752	8.94	0.5	0	01.54.47.584
7	28.971028971029	38.8733586413586	12.6970917127483	9.12	0.5	0	01.54.48.594
7	29.97002997003	41.8755164835165	4.83038482521525	9.12	0.5	0	01.54.49.603
7	29.97002997003	33.7833926073926	9.74463310076891	9.33	0.5	0	01.54.50.612
7	29.97002997003	20.9837922077922	11.1543619267127	8.97	0.5	0	01.54.51.623
7	30.969030969031	22.2577342657343	6.33477890172711	8.87	0.5	0	01.54.52.631
7	29.97002997003	20.5171948051948	10.0232663902778	8.76	0.5	0	01.54.53.641
7	29.940119760479	11.9216047904192	10.7033295491927	8.6	0.5	0	01.54.54.652
7	29.940119760479	12.2864910179641	7.21544077838926	8.64	0.5	0	01.54.55.662
7	29.97002997003	7.47375824175824	11.9339193135644	8.33	0.5	0	01.54.56.672
7	29.97002997003	7.06722077922078	4.31448482902154	8.24	0.5	0	01.54.57.681
7	29.97002997003	5.00583416583417	9.0133838107013	8.3	0.5	0	01.54.58.691
7	29.97002997003	5.5545014985015	11.4402469685426	8.31	0.5	0	01.54.59.699
7	29.940119760479	5.75302994011976	5.29356981741276	8.21	0.5	0	01.55.00.709
7	29.97002997003	5.87436563436563	10.5588276966415	8.6	0.5	0	01.55.01.719
7	28.971028971029	8.41599200799201	4.9941000487272	8.35	0.5	0	01.55.02.729
7	30	7.248744	4.17393306828761	8.45	0.5	0	01.55.03.738
7	29.97002997003	18.3675524475524	8.31644089443044	8.49	0.5	0	01.55.04.749
7	29	22.878912	8.0827387537029	8.2	0.5	0	01.55.05.759
7	29.97002997003	24.9906173826174	5.59475987455004	8.73	0.5	0	01.55.06.769
7	29.97002997003	24.5968111888112	9.6271621162023	8.8	0.5	0	01.55.07.779
7	29.97002997003	36.8244395604396	6.84740041161623	8.97	0.5	0	01.55.08.790
7	30.969030969031	54.465974025974	8.3081778519297	9.44	0.5	0	01.55.09.799
7	29.97002997003	76.2077922077922	11.703457047375	9.95	0.5	0	01.55.10.810
7	29.940119760479	99.8877125748503	13.736922832861	10.3	0.5	0	01.55.11.821
7	31	124.952352	9.4597997076222	11.19	0.5	0	01.55.12.830
7	21.978021978022	88.9621018981019	9.60627728221413	11.54	0.5	0	01.55.13.841
7	0	0	9.60627728221413	11.54	0.5	0	01.55.14.851
7	14.985014985015	26.3388371628372	8.67203407454115	10.9	0.5	0	01.55.15.861
7	30	31.031568	10.5532670997419	10.32	0.5	0	01.55.16.871
7	30	30.883608	8.00067484150945	9.31	0.5	0	01.55.17.881
7	28.971028971029	29.619956043956	12.7392391068867	8.69	0.5	0	01.55.18.892
7	29.97002997003	20.9147412587413	3.01730117143096	8.59	0.5	0	01.55.19.901
7	29.97002997003	21.3019300699301	7.52377245669933	8.88	0.5	0	01.55.20.913
7	29.97002997003	17.5872047952048	9.53871770717555	8.79	0.5	0	01.55.21.924
7	28.971028971029	19.3687672327672	4.97393222110226	8.82	0.5	0	01.55.22.933
7	29.97002997003	28.3378621378621	9.27921802875303	9.01	0.5	0	01.55.23.943
7	29.97002997003	57.6847312687313	12.9234575836726	9.24	0.5	0	01.55.24.954
7	29	90.826248	12.0025270496714	10.06	0.5	0	01.55.25.964
7	29.97002997003	77.832	8.20099212415634	10.38	0.5	0	01.55.26.975
7	29.97002997003	76.058973026973	10.8617619808773	10.48	0.5	0	01.55.27.986
7	4.99500499500499	12.4501498501499	10.9353400309512	10.47	0.5	0	01.55.28.997
