UTC	Source	FPS	Mbps	Latency EMA	Latency SMA	Alpha	Step	FPS Requirement	Latency Requirement

02.42.04.895	4	9.99000999000999	15.9837362637363	99.216796875	106.555555555556	0.5	0	0	0
02.42.05.906	4	23.976023976024	58.1516163836164	251.655207289266	129.636363636364	0.5	0	0	0
02.42.06.914	4	17.982017982018	70.7306133866134	681.025952635207	263.384615384615	0.5	0	0	0
02.42.07.922	4	17.982017982018	68.6832527472528	1077.88245778265	420.521126760563	0.5	0	0	0
02.42.08.931	4	16.983016983017	67.8601558441558	1384.694488077	580.101123595506	0.5	0	0	0
02.42.09.939	4	15	64.08972	1906.53013272022	753.97	0.5	0	0	0
02.42.10.947	4	12.987012987013	58.7471328671329	2440.21210084628	1031.93	0.5	0	0	0
02.42.11.956	4	14	63.921432	2968.24461688386	1447.04	0.5	0	0	0
02.42.12.964	4	11.988011988012	54.4161038961039	3542.01226675217	1802.98	0.5	0	0	0
02.42.13.972	4	13.986013986014	63.9097222777223	4131.15692213542	2258.31	0.5	0	0	0
02.42.14.981	4	14	64.028208	4637.61445049574	2746.64	0.5	0	0	0
02.42.15.990	4	12.987012987013	58.6308971028971	5175.3542245148	3274.55	0.5	0	0	0
02.42.16.999	4	11.988011988012	53.3584735264735	5746.0723088653	3784.54	0.5	0	0	0
02.42.18.008	4	12.987012987013	56.5304535464536	6311.08899808458	4307.21	0.5	0	0	0
02.42.19.016	4	16.983016983017	71.3385974025974	6807.65475735468	4917.4	0.5	0	0	0
02.42.20.024	4	17.982017982018	73.2437082917083	7208.25915461494	5648.49	0.5	0	0	0
02.42.21.033	4	18.981018981019	75.7235964035964	7722.38053752738	6293.51	0.5	0	0	0
02.42.22.041	4	21.978021978022	88.642021978022	7911.43863472475	6949.18	0.5	0	0	0
02.42.23.050	4	22.977022977023	92.9155084915085	8187.46673386558	7475.7	0.5	0	0	0
02.42.24.059	4	21.9560878243513	88.2394730538922	8453.79531758627	7843.48	0.5	0	0	0
02.42.25.067	4	17	67.770696	8692.80727993254	8073.28	0.5	0	0	0
02.42.26.076	4	21.978021978022	87.5074285714286	9134.43093438322	8382.8	0.5	0	0	0
02.42.27.085	4	21.9560878243513	89.9615089820359	9351.24147544645	8673.46	0.5	0	0	0
02.42.28.093	4	19.98001998002	82.1513286713287	9696.49972211908	8975.7	0.5	0	0	0
02.42.29.101	4	19.98001998002	82.029986013986	10016.7688927648	9276.06	0.5	0.05	0	1000
02.42.30.117	4	14.985014985015	62.060043956044	10468.0247732206	9530.28	0.5	0.1	0	1000
02.42.31.125	4	14.985014985015	62.8665014985015	10951.5690620353	9799.64	0.5	0.15	0	1000
02.42.32.133	4	15	63.355608	11517.9862844562	10128.07	0.5	0.2	0	1000
02.42.33.141	4	13.986013986014	59.1352087912088	12032.8309317801	10485.81	0.5	0.25	0	1000
02.42.34.150	4	11.988011988012	50.6737582417582	12631.1767165361	10828.28	0.5	0.3	0	1000
02.42.35.159	4	11.988011988012	50.5547172827173	13208.1128361124	11228.55	0.5	0.35	0	1000
02.42.36.169	4	13.9720558882236	58.709005988024	13759.9223362072	11782.93	0.5	0.4	0	1000
02.42.37.177	4	14.985014985015	62.945046953047	14246.1711096904	12358.47	0.5	0.45	0	1000
02.42.38.186	4	14	58.885392	14732.3415884738	12938.56	0.5	0.5000001	0	1000
02.42.39.196	4	13.986013986014	59.4702497502497	15253.4336041745	13510.67	0.5	0.5500001	0	1000
02.42.40.205	4	26.973026973027	69.1962437562438	15467.1131335231	14455.97	0.5	0.6000001	0	1000
02.42.41.215	4	41.9161676646707	71.7237844311377	15074.1893590401	15171.06	0.5	0.6500001	0	1000
02.42.42.225	4	44.955044955045	77.5146533466533	14382.2625745963	15005	0.5	0.7000001	0	1000
02.42.43.236	4	40.959040959041	67.1206633366633	13963.2672230276	14512.88	0.5	0.7500001	0	1000
02.42.44.245	4	50.9490509490509	75.0230649350649	13446.4825884686	13906.98	0.5	0.8000001	0	1000
02.42.45.254	4	46.953046953047	71.3116243756244	12841.5973626557	13285.54	0.5	0.8500001	0	1000
02.42.46.264	4	43.956043956044	67.6906933066933	12092.562637732	12725.34	0.5	0.9000002	0	1000
02.42.47.273	4	42.957042957043	64.8780659340659	4787.48863795137	11187.7	0.5	0.95	0	1000
02.42.48.281	4	46	69.097704	2575.79434741815	7065.44	0.5	0.95	0	1000
02.42.49.291	4	15.9680638722555	23.8940359281437	1422.17025599935	5299.49	0.5	0.95	0	1000
02.42.50.301	4	1.998001998002	2.99002597402597	436.792563999839	5056.62	0.5	0.9	0	1000
02.42.51.311	4	2.997002997003	4.46910689310689	147.72407049998	4696.22	0.5	0.85	0	1000
02.42.52.320	4	4.99500499500499	7.46769230769231	89.5851272031244	4101.66	0.5	0.8	0	1000
02.42.53.331	4	4.99500499500499	7.35224775224775	106.674535225098	3505.75	0.5	0.7499999	0	1000
02.42.54.340	4	8.99100899100899	13.1616863136863	93.9505362016115	2903.25	0.5	0.6999999	0	1000
